CountyState,Pop,county,state
"Wolfe County, Kentucky",7157,Wolfe,Kentucky
"Woodford County, Kentucky",26734,Woodford,Kentucky
"Acadia Parish, Louisiana",62045,#VALUE!,Louisiana
"Allen Parish, Louisiana",25627,#VALUE!,Louisiana
"Ascension Parish, Louisiana",126604,#VALUE!,Louisiana
"Assumption Parish, Louisiana",21891,#VALUE!,Louisiana
"Avoyelles Parish, Louisiana",40144,#VALUE!,Louisiana
"Beauregard Parish, Louisiana",37497,#VALUE!,Louisiana
"Bienville Parish, Louisiana",13241,#VALUE!,Louisiana
"Bossier Parish, Louisiana",127039,#VALUE!,Louisiana
"Caddo Parish, Louisiana",240204,#VALUE!,Louisiana
"Calcasieu Parish, Louisiana",203436,#VALUE!,Louisiana
"Caldwell Parish, Louisiana",9918,#VALUE!,Louisiana
"Cameron Parish, Louisiana",6973,#VALUE!,Louisiana
"Catahoula Parish, Louisiana",9494,#VALUE!,Louisiana
"Claiborne Parish, Louisiana",15670,#VALUE!,Louisiana
"Concordia Parish, Louisiana",19259,#VALUE!,Louisiana
"De Soto Parish, Louisiana",27463,#VALUE!,Louisiana
"East Baton Rouge Parish, Louisiana",440059,#VALUE!,Louisiana
"East Carroll Parish, Louisiana",6861,#VALUE!,Louisiana
"East Feliciana Parish, Louisiana",19135,#VALUE!,Louisiana
"Evangeline Parish, Louisiana",33395,#VALUE!,Louisiana
"Franklin Parish, Louisiana",20015,#VALUE!,Louisiana
"Grant Parish, Louisiana",22389,#VALUE!,Louisiana
"Iberia Parish, Louisiana",69830,#VALUE!,Louisiana
"Iberville Parish, Louisiana",32511,#VALUE!,Louisiana
"Jackson Parish, Louisiana",15744,#VALUE!,Louisiana
"Jefferson Parish, Louisiana",432493,#VALUE!,Louisiana
"Jefferson Davis Parish, Louisiana",31368,#VALUE!,Louisiana
"Lafayette Parish, Louisiana",244390,#VALUE!,Louisiana
"Lafourche Parish, Louisiana",97614,#VALUE!,Louisiana
"LaSalle Parish, Louisiana",14892,#VALUE!,Louisiana
"Lincoln Parish, Louisiana",46742,#VALUE!,Louisiana
"Livingston Parish, Louisiana",140789,#VALUE!,Louisiana
"Madison Parish, Louisiana",10951,#VALUE!,Louisiana
"Morehouse Parish, Louisiana",24874,#VALUE!,Louisiana
"Natchitoches Parish, Louisiana",38158,#VALUE!,Louisiana
"Orleans Parish, Louisiana",390144,#VALUE!,Louisiana
"Ouachita Parish, Louisiana",153279,#VALUE!,Louisiana
"Plaquemines Parish, Louisiana",23197,#VALUE!,Louisiana
"Pointe Coupee Parish, Louisiana",21730,#VALUE!,Louisiana
"Rapides Parish, Louisiana",129648,#VALUE!,Louisiana
"Red River Parish, Louisiana",8442,#VALUE!,Louisiana
"Richland Parish, Louisiana",20122,#VALUE!,Louisiana
"Sabine Parish, Louisiana",23884,#VALUE!,Louisiana
"St. Bernard Parish, Louisiana",47244,#VALUE!,Louisiana
"St. Charles Parish, Louisiana",53100,#VALUE!,Louisiana
"St. Helena Parish, Louisiana",10132,#VALUE!,Louisiana
"St. James Parish, Louisiana",21096,#VALUE!,Louisiana
"St. John the Baptist Parish, Louisiana",42837,#VALUE!,Louisiana
"St. Landry Parish, Louisiana",82124,#VALUE!,Louisiana
"St. Martin Parish, Louisiana",53431,#VALUE!,Louisiana
"St. Mary Parish, Louisiana",49348,#VALUE!,Louisiana
"St. Tammany Parish, Louisiana",260419,#VALUE!,Louisiana
"Tangipahoa Parish, Louisiana",134758,#VALUE!,Louisiana
"Tensas Parish, Louisiana",4334,#VALUE!,Louisiana
"Terrebonne Parish, Louisiana",110461,#VALUE!,Louisiana
"Union Parish, Louisiana",22108,#VALUE!,Louisiana
"Vermilion Parish, Louisiana",59511,#VALUE!,Louisiana
"Vernon Parish, Louisiana",47429,#VALUE!,Louisiana
"Washington Parish, Louisiana",46194,#VALUE!,Louisiana
"Webster Parish, Louisiana",38340,#VALUE!,Louisiana
"West Baton Rouge Parish, Louisiana",26465,#VALUE!,Louisiana
"West Carroll Parish, Louisiana",10830,#VALUE!,Louisiana
"West Feliciana Parish, Louisiana",15568,#VALUE!,Louisiana
"Winn Parish, Louisiana",13904,#VALUE!,Louisiana
"Androscoggin County, Maine",108277,Androscoggin,Maine
"Aroostook County, Maine",67055,Aroostook,Maine
"Cumberland County, Maine",295003,Cumberland,Maine
"Franklin County, Maine",30199,Franklin,Maine
"Hancock County, Maine",54987,Hancock,Maine
"Kennebec County, Maine",122302,Kennebec,Maine
"Knox County, Maine",39772,Knox,Maine
"Lincoln County, Maine",34634,Lincoln,Maine
"Oxford County, Maine",57975,Oxford,Maine
"Penobscot County, Maine",152148,Penobscot,Maine
"Piscataquis County, Maine",16785,Piscataquis,Maine
"Sagadahoc County, Maine",35856,Sagadahoc,Maine
"Somerset County, Maine",50484,Somerset,Maine
"Waldo County, Maine",39715,Waldo,Maine
"Washington County, Maine",31379,Washington,Maine
"York County, Maine",207641,York,Maine
"Allegany County, Maryland",70416,Allegany,Maryland
"Anne Arundel County, Maryland",579234,AnneArundel,Maryland
"Baltimore County, Maryland",827370,Baltimore,Maryland
"Calvert County, Maryland",92525,Calvert,Maryland
"Caroline County, Maryland",33406,Caroline,Maryland
"Carroll County, Maryland",168447,Carroll,Maryland
"Cecil County, Maryland",102855,Cecil,Maryland
"Charles County, Maryland",163257,Charles,Maryland
"Dorchester County, Maryland",31929,Dorchester,Maryland
"Frederick County, Maryland",259547,Frederick,Maryland
"Garrett County, Maryland",29014,Garrett,Maryland
"Harford County, Maryland",255441,Harford,Maryland
"Howard County, Maryland",325690,Howard,Maryland
"Kent County, Maryland",19422,Kent,Maryland
"Montgomery County, Maryland",1050688,Montgomery,Maryland
"Prince George's County, Maryland",909327,PrinceGeorge's,Maryland
"Queen Anne's County, Maryland",50381,QueenAnne's,Maryland
"St. Mary's County, Maryland",113510,St.Mary's,Maryland
"Somerset County, Maryland",25616,Somerset,Maryland
"Talbot County, Maryland",37181,Talbot,Maryland
"Washington County, Maryland",151049,Washington,Maryland
"Wicomico County, Maryland",103609,Wicomico,Maryland
"Worcester County, Maryland",52276,Worcester,Maryland
"Baltimore city, Maryland",593490,#VALUE!,Maryland
"Barnstable County, Massachusetts",212990,Barnstable,Massachusetts
"Berkshire County, Massachusetts",124944,Berkshire,Massachusetts
"Bristol County, Massachusetts",565217,Bristol,Massachusetts
"Dukes County, Massachusetts",17332,Dukes,Massachusetts
"Essex County, Massachusetts",789034,Essex,Massachusetts
"Franklin County, Massachusetts",70180,Franklin,Massachusetts
"Hampden County, Massachusetts",466372,Hampden,Massachusetts
"Hampshire County, Massachusetts",160830,Hampshire,Massachusetts
"Middlesex County, Massachusetts",1611699,Middlesex,Massachusetts
"Nantucket County, Massachusetts",11399,Nantucket,Massachusetts
"Norfolk County, Massachusetts",706775,Norfolk,Massachusetts
"Plymouth County, Massachusetts",521202,Plymouth,Massachusetts
"Suffolk County, Massachusetts",803907,Suffolk,Massachusetts
"Worcester County, Massachusetts",830622,Worcester,Massachusetts
"Alcona County, Michigan",10405,Alcona,Michigan
"Alger County, Michigan",9108,Alger,Michigan
"Allegan County, Michigan",118081,Allegan,Michigan
"Alpena County, Michigan",28405,Alpena,Michigan
"Antrim County, Michigan",23324,Antrim,Michigan
"Arenac County, Michigan",14883,Arenac,Michigan
"Baraga County, Michigan",8209,Baraga,Michigan
"Barry County, Michigan",61550,Barry,Michigan
"Bay County, Michigan",103126,Bay,Michigan
"Benzie County, Michigan",17766,Benzie,Michigan
"Berrien County, Michigan",153401,Berrien,Michigan
"Branch County, Michigan",43517,Branch,Michigan
"Calhoun County, Michigan",134159,Calhoun,Michigan
"Cass County, Michigan",51787,Cass,Michigan
"Charlevoix County, Michigan",26143,Charlevoix,Michigan
"Cheboygan County, Michigan",25276,Cheboygan,Michigan
"Chippewa County, Michigan",37349,Chippewa,Michigan
"Clare County, Michigan",30950,Clare,Michigan
"Clinton County, Michigan",79595,Clinton,Michigan
"Crawford County, Michigan",14029,Crawford,Michigan
"Delta County, Michigan",35784,Delta,Michigan
"Dickinson County, Michigan",25239,Dickinson,Michigan
"Eaton County, Michigan",110268,Eaton,Michigan
"Emmet County, Michigan",33415,Emmet,Michigan
"Genesee County, Michigan",405813,Genesee,Michigan
"Gladwin County, Michigan",25449,Gladwin,Michigan
"Gogebic County, Michigan",13975,Gogebic,Michigan
"Grand Traverse County, Michigan",93088,GrandTraverse,Michigan
"Gratiot County, Michigan",40711,Gratiot,Michigan
"Hillsdale County, Michigan",45605,Hillsdale,Michigan
"Houghton County, Michigan",35684,Houghton,Michigan
"Huron County, Michigan",30981,Huron,Michigan
"Ingham County, Michigan",292406,Ingham,Michigan
"Ionia County, Michigan",64697,Ionia,Michigan
"Iosco County, Michigan",25127,Iosco,Michigan
"Iron County, Michigan",11066,Iron,Michigan
"Isabella County, Michigan",69872,Isabella,Michigan
"Jackson County, Michigan",158510,Jackson,Michigan
"Kalamazoo County, Michigan",265066,Kalamazoo,Michigan
"Kalkaska County, Michigan",18038,Kalkaska,Michigan
"Kent County, Michigan",656955,Kent,Michigan
"Keweenaw County, Michigan",2116,Keweenaw,Michigan
"Lake County, Michigan",11853,Lake,Michigan
"Lapeer County, Michigan",87607,Lapeer,Michigan
"Leelanau County, Michigan",21761,Leelanau,Michigan
"Lenawee County, Michigan",98451,Lenawee,Michigan
"Livingston County, Michigan",191995,Livingston,Michigan
"Luce County, Michigan",6229,Luce,Michigan
"Mackinac County, Michigan",10799,Mackinac,Michigan
"Macomb County, Michigan",873972,Macomb,Michigan
"Manistee County, Michigan",24558,Manistee,Michigan
"Marquette County, Michigan",66699,Marquette,Michigan
"Mason County, Michigan",29144,Mason,Michigan
"Mecosta County, Michigan",43453,Mecosta,Michigan
"Menominee County, Michigan",22780,Menominee,Michigan
"Midland County, Michigan",83156,Midland,Michigan
"Missaukee County, Michigan",15118,Missaukee,Michigan
"Monroe County, Michigan",150500,Monroe,Michigan
"Montcalm County, Michigan",63888,Montcalm,Michigan
"Montmorency County, Michigan",9328,Montmorency,Michigan
"Muskegon County, Michigan",173566,Muskegon,Michigan
"Newaygo County, Michigan",48980,Newaygo,Michigan
"Oakland County, Michigan",1257584,Oakland,Michigan
"Oceana County, Michigan",26467,Oceana,Michigan
"Ogemaw County, Michigan",20997,Ogemaw,Michigan
"Ontonagon County, Michigan",5720,Ontonagon,Michigan
"Osceola County, Michigan",23460,Osceola,Michigan
"Oscoda County, Michigan",8241,Oscoda,Michigan
"Otsego County, Michigan",24668,Otsego,Michigan
"Ottawa County, Michigan",291830,Ottawa,Michigan
"Presque Isle County, Michigan",12592,PresqueIsle,Michigan
"Roscommon County, Michigan",24019,Roscommon,Michigan
"Saginaw County, Michigan",190539,Saginaw,Michigan
"St. Clair County, Michigan",159128,St.Clair,Michigan
"St. Joseph County, Michigan",60964,St.Joseph,Michigan
"Sanilac County, Michigan",41170,Sanilac,Michigan
"Schoolcraft County, Michigan",8094,Schoolcraft,Michigan
"Shiawassee County, Michigan",68122,Shiawassee,Michigan
"Tuscola County, Michigan",52245,Tuscola,Michigan
"Van Buren County, Michigan",75677,VanBuren,Michigan
"Washtenaw County, Michigan",367601,Washtenaw,Michigan
"Wayne County, Michigan",1749343,Wayne,Michigan
"Wexford County, Michigan",33631,Wexford,Michigan
"Aitkin County, Minnesota",15886,Aitkin,Minnesota
"Anoka County, Minnesota",356921,Anoka,Minnesota
"Becker County, Minnesota",34423,Becker,Minnesota
"Beltrami County, Minnesota",47188,Beltrami,Minnesota
"Benton County, Minnesota",40889,Benton,Minnesota
"Big Stone County, Minnesota",4991,BigStone,Minnesota
"Blue Earth County, Minnesota",67653,BlueEarth,Minnesota
"Brown County, Minnesota",25008,Brown,Minnesota
"Carlton County, Minnesota",35871,Carlton,Minnesota
"Carver County, Minnesota",105089,Carver,Minnesota
"Cass County, Minnesota",29779,Cass,Minnesota
"Chippewa County, Minnesota",11800,Chippewa,Minnesota
"Chisago County, Minnesota",56579,Chisago,Minnesota
"Clay County, Minnesota",64222,Clay,Minnesota
"Clearwater County, Minnesota",8818,Clearwater,Minnesota
"Cook County, Minnesota",5463,Cook,Minnesota
"Cottonwood County, Minnesota",11196,Cottonwood,Minnesota
"Crow Wing County, Minnesota",65055,CrowWing,Minnesota
"Dakota County, Minnesota",429021,Dakota,Minnesota
"Dodge County, Minnesota",20934,Dodge,Minnesota
"Douglas County, Minnesota",38141,Douglas,Minnesota
"Faribault County, Minnesota",13653,Faribault,Minnesota
"Fillmore County, Minnesota",21067,Fillmore,Minnesota
"Freeborn County, Minnesota",30281,Freeborn,Minnesota
"Goodhue County, Minnesota",46340,Goodhue,Minnesota
"Grant County, Minnesota",5972,Grant,Minnesota
"Hennepin County, Minnesota",1265843,Hennepin,Minnesota
"Houston County, Minnesota",18600,Houston,Minnesota
"Hubbard County, Minnesota",21491,Hubbard,Minnesota
"Isanti County, Minnesota",40596,Isanti,Minnesota
"Itasca County, Minnesota",45130,Itasca,Minnesota
"Jackson County, Minnesota",9846,Jackson,Minnesota
"Kanabec County, Minnesota",16337,Kanabec,Minnesota
"Kandiyohi County, Minnesota",43199,Kandiyohi,Minnesota
"Kittson County, Minnesota",4298,Kittson,Minnesota
"Koochiching County, Minnesota",12229,Koochiching,Minnesota
"Lac qui Parle County, Minnesota",6623,LacquiParle,Minnesota
"Lake County, Minnesota",10641,Lake,Minnesota
"Lake of the Woods County, Minnesota",3740,LakeoftheWoods,Minnesota
"Le Sueur County, Minnesota",28887,LeSueur,Minnesota
"Lincoln County, Minnesota",5639,Lincoln,Minnesota
"Lyon County, Minnesota",25474,Lyon,Minnesota
"McLeod County, Minnesota",35893,McLeod,Minnesota
"Mahnomen County, Minnesota",5527,Mahnomen,Minnesota
"Marshall County, Minnesota",9336,Marshall,Minnesota
"Martin County, Minnesota",19683,Martin,Minnesota
"Meeker County, Minnesota",23222,Meeker,Minnesota
"Mille Lacs County, Minnesota",26277,MilleLacs,Minnesota
"Morrison County, Minnesota",33386,Morrison,Minnesota
"Mower County, Minnesota",40062,Mower,Minnesota
"Murray County, Minnesota",8194,Murray,Minnesota
"Nicollet County, Minnesota",34274,Nicollet,Minnesota
"Nobles County, Minnesota",21629,Nobles,Minnesota
"Norman County, Minnesota",6375,Norman,Minnesota
"Olmsted County, Minnesota",158293,Olmsted,Minnesota
"Otter Tail County, Minnesota",58746,OtterTail,Minnesota
"Pennington County, Minnesota",14119,Pennington,Minnesota
"Pine County, Minnesota",29579,Pine,Minnesota
"Pipestone County, Minnesota",9126,Pipestone,Minnesota
"Polk County, Minnesota",31364,Polk,Minnesota
"Pope County, Minnesota",11249,Pope,Minnesota
"Ramsey County, Minnesota",550321,Ramsey,Minnesota
"Red Lake County, Minnesota",4055,RedLake,Minnesota
"Redwood County, Minnesota",15170,Redwood,Minnesota
"Renville County, Minnesota",14548,Renville,Minnesota
"Rice County, Minnesota",66972,Rice,Minnesota
"Rock County, Minnesota",9315,Rock,Minnesota
"Roseau County, Minnesota",15165,Roseau,Minnesota
"St. Louis County, Minnesota",199070,St.Louis,Minnesota
"Scott County, Minnesota",149013,Scott,Minnesota
"Sherburne County, Minnesota",97238,Sherburne,Minnesota
"Sibley County, Minnesota",14865,Sibley,Minnesota
"Stearns County, Minnesota",161075,Stearns,Minnesota
"Steele County, Minnesota",36649,Steele,Minnesota
"Stevens County, Minnesota",9805,Stevens,Minnesota
"Swift County, Minnesota",9266,Swift,Minnesota
"Todd County, Minnesota",24664,Todd,Minnesota
"Traverse County, Minnesota",3259,Traverse,Minnesota
"Wabasha County, Minnesota",21627,Wabasha,Minnesota
"Wadena County, Minnesota",13682,Wadena,Minnesota
"Waseca County, Minnesota",18612,Waseca,Minnesota
"Washington County, Minnesota",262440,Washington,Minnesota
"Watonwan County, Minnesota",10897,Watonwan,Minnesota
"Wilkin County, Minnesota",6207,Wilkin,Minnesota
"Winona County, Minnesota",50484,Winona,Minnesota
"Wright County, Minnesota",138377,Wright,Minnesota
"Yellow Medicine County, Minnesota",9709,YellowMedicine,Minnesota
"Adams County, Mississippi",30693,Adams,Mississippi
"Alcorn County, Mississippi",36953,Alcorn,Mississippi
"Amite County, Mississippi",12297,Amite,Mississippi
"Attala County, Mississippi",18174,Attala,Mississippi
"Benton County, Mississippi",8259,Benton,Mississippi
"Bolivar County, Mississippi",30628,Bolivar,Mississippi
"Calhoun County, Mississippi",14361,Calhoun,Mississippi
"Carroll County, Mississippi",9947,Carroll,Mississippi
"Chickasaw County, Mississippi",17103,Chickasaw,Mississippi
"Choctaw County, Mississippi",8210,Choctaw,Mississippi
"Claiborne County, Mississippi",8988,Claiborne,Mississippi
"Clarke County, Mississippi",15541,Clarke,Mississippi
"Clay County, Mississippi",19316,Clay,Mississippi
"Coahoma County, Mississippi",22124,Coahoma,Mississippi
"Copiah County, Mississippi",28065,Copiah,Mississippi
"Covington County, Mississippi",18636,Covington,Mississippi
"DeSoto County, Mississippi",184945,DeSoto,Mississippi
"Forrest County, Mississippi",74897,Forrest,Mississippi
"Franklin County, Mississippi",7713,Franklin,Mississippi
"George County, Mississippi",24500,George,Mississippi
"Greene County, Mississippi",13586,Greene,Mississippi
"Grenada County, Mississippi",20758,Grenada,Mississippi
"Hancock County, Mississippi",47632,Hancock,Mississippi
"Harrison County, Mississippi",208080,Harrison,Mississippi
"Hinds County, Mississippi",231840,Hinds,Mississippi
"Holmes County, Mississippi",17010,Holmes,Mississippi
"Humphreys County, Mississippi",8064,Humphreys,Mississippi
"Issaquena County, Mississippi",1327,Issaquena,Mississippi
"Itawamba County, Mississippi",23390,Itawamba,Mississippi
"Jackson County, Mississippi",143617,Jackson,Mississippi
"Jasper County, Mississippi",16383,Jasper,Mississippi
"Jefferson County, Mississippi",6990,Jefferson,Mississippi
"Jefferson Davis County, Mississippi",11128,JeffersonDavis,Mississippi
"Jones County, Mississippi",68098,Jones,Mississippi
"Kemper County, Mississippi",9742,Kemper,Mississippi
"Lafayette County, Mississippi",54019,Lafayette,Mississippi
"Lamar County, Mississippi",63343,Lamar,Mississippi
"Lauderdale County, Mississippi",74125,Lauderdale,Mississippi
"Lawrence County, Mississippi",12586,Lawrence,Mississippi
"Leake County, Mississippi",22786,Leake,Mississippi
"Lee County, Mississippi",85436,Lee,Mississippi
"Leflore County, Mississippi",28183,Leflore,Mississippi
"Lincoln County, Mississippi",34153,Lincoln,Mississippi
"Lowndes County, Mississippi",58595,Lowndes,Mississippi
"Madison County, Mississippi",106272,Madison,Mississippi
"Marion County, Mississippi",24573,Marion,Mississippi
"Marshall County, Mississippi",35294,Marshall,Mississippi
"Monroe County, Mississippi",35252,Monroe,Mississippi
"Montgomery County, Mississippi",9775,Montgomery,Mississippi
"Neshoba County, Mississippi",29118,Neshoba,Mississippi
"Newton County, Mississippi",21018,Newton,Mississippi
"Noxubee County, Mississippi",10417,Noxubee,Mississippi
"Oktibbeha County, Mississippi",49587,Oktibbeha,Mississippi
"Panola County, Mississippi",34192,Panola,Mississippi
"Pearl River County, Mississippi",55535,PearlRiver,Mississippi
"Perry County, Mississippi",11973,Perry,Mississippi
"Pike County, Mississippi",39288,Pike,Mississippi
"Pontotoc County, Mississippi",32174,Pontotoc,Mississippi
"Prentiss County, Mississippi",25126,Prentiss,Mississippi
"Quitman County, Mississippi",6792,Quitman,Mississippi
"Rankin County, Mississippi",155271,Rankin,Mississippi
"Scott County, Mississippi",28124,Scott,Mississippi
"Sharkey County, Mississippi",4321,Sharkey,Mississippi
"Simpson County, Mississippi",26658,Simpson,Mississippi
"Smith County, Mississippi",15916,Smith,Mississippi
"Stone County, Mississippi",18336,Stone,Mississippi
"Sunflower County, Mississippi",25110,Sunflower,Mississippi
"Tallahatchie County, Mississippi",13809,Tallahatchie,Mississippi
"Tate County, Mississippi",28321,Tate,Mississippi
"Tippah County, Mississippi",22015,Tippah,Mississippi
"Tishomingo County, Mississippi",19383,Tishomingo,Mississippi
"Tunica County, Mississippi",9632,Tunica,Mississippi
"Union County, Mississippi",28815,Union,Mississippi
"Walthall County, Mississippi",14286,Walthall,Mississippi
"Warren County, Mississippi",45381,Warren,Mississippi
"Washington County, Mississippi",43909,Washington,Mississippi
"Wayne County, Mississippi",20183,Wayne,Mississippi
"Webster County, Mississippi",9689,Webster,Mississippi
"Wilkinson County, Mississippi",8630,Wilkinson,Mississippi
"Winston County, Mississippi",17955,Winston,Mississippi
"Yalobusha County, Mississippi",12108,Yalobusha,Mississippi
"Yazoo County, Mississippi",29690,Yazoo,Mississippi
"Adair County, Missouri",25343,Adair,Missouri
"Andrew County, Missouri",17712,Andrew,Missouri
"Atchison County, Missouri",5143,Atchison,Missouri
"Audrain County, Missouri",25388,Audrain,Missouri
"Barry County, Missouri",35789,Barry,Missouri
"Barton County, Missouri",11754,Barton,Missouri
"Bates County, Missouri",16172,Bates,Missouri
"Benton County, Missouri",19443,Benton,Missouri
"Bollinger County, Missouri",12133,Bollinger,Missouri
"Boone County, Missouri",180463,Boone,Missouri
"Buchanan County, Missouri",87364,Buchanan,Missouri
"Butler County, Missouri",42478,Butler,Missouri
"Caldwell County, Missouri",9020,Caldwell,Missouri
"Callaway County, Missouri",44743,Callaway,Missouri
"Camden County, Missouri",46305,Camden,Missouri
"Cape Girardeau County, Missouri",78871,CapeGirardeau,Missouri
"Carroll County, Missouri",8679,Carroll,Missouri
"Carter County, Missouri",5982,Carter,Missouri
"Cass County, Missouri",105780,Cass,Missouri
"Cedar County, Missouri",14349,Cedar,Missouri
"Chariton County, Missouri",7426,Chariton,Missouri
"Christian County, Missouri",88595,Christian,Missouri
"Clark County, Missouri",6797,Clark,Missouri
"Clay County, Missouri",249948,Clay,Missouri
"Clinton County, Missouri",20387,Clinton,Missouri
"Cole County, Missouri",76745,Cole,Missouri
"Cooper County, Missouri",17709,Cooper,Missouri
"Crawford County, Missouri",23920,Crawford,Missouri
"Dade County, Missouri",7561,Dade,Missouri
"Dallas County, Missouri",16878,Dallas,Missouri
"Daviess County, Missouri",8278,Daviess,Missouri
"DeKalb County, Missouri",12547,DeKalb,Missouri
"Dent County, Missouri",15573,Dent,Missouri
"Douglas County, Missouri",13185,Douglas,Missouri
"Dunklin County, Missouri",29131,Dunklin,Missouri
"Franklin County, Missouri",103967,Franklin,Missouri
"Gasconade County, Missouri",14706,Gasconade,Missouri
"Gentry County, Missouri",6571,Gentry,Missouri
"Greene County, Missouri",293086,Greene,Missouri
"Grundy County, Missouri",9850,Grundy,Missouri
"Harrison County, Missouri",8352,Harrison,Missouri
"Henry County, Missouri",21824,Henry,Missouri
"Hickory County, Missouri",9544,Hickory,Missouri
"Holt County, Missouri",4403,Holt,Missouri
"Howard County, Missouri",10001,Howard,Missouri
"Howell County, Missouri",40117,Howell,Missouri
"Iron County, Missouri",10125,Iron,Missouri
"Jackson County, Missouri",703011,Jackson,Missouri
"Jasper County, Missouri",121328,Jasper,Missouri
"Jefferson County, Missouri",225081,Jefferson,Missouri
"Johnson County, Missouri",54062,Johnson,Missouri
"Knox County, Missouri",3959,Knox,Missouri
"Laclede County, Missouri",35723,Laclede,Missouri
"Lafayette County, Missouri",32708,Lafayette,Missouri
"Lawrence County, Missouri",38355,Lawrence,Missouri
"Lewis County, Missouri",9776,Lewis,Missouri
"Lincoln County, Missouri",59013,Lincoln,Missouri
"Linn County, Missouri",11920,Linn,Missouri
"Livingston County, Missouri",15227,Livingston,Missouri
"McDonald County, Missouri",22837,McDonald,Missouri
"Macon County, Missouri",15117,Macon,Missouri
"Madison County, Missouri",12088,Madison,Missouri
"Maries County, Missouri",8697,Maries,Missouri
"Marion County, Missouri",28530,Marion,Missouri
"Mercer County, Missouri",3617,Mercer,Missouri
"Miller County, Missouri",25619,Miller,Missouri
"Mississippi County, Missouri",13180,Mississippi,Missouri
"Moniteau County, Missouri",16132,Moniteau,Missouri
"Monroe County, Missouri",8644,Monroe,Missouri
"Montgomery County, Missouri",11551,Montgomery,Missouri
"Morgan County, Missouri",20627,Morgan,Missouri
"New Madrid County, Missouri",17076,NewMadrid,Missouri
"Newton County, Missouri",58236,Newton,Missouri
"Nodaway County, Missouri",22092,Nodaway,Missouri
"Oregon County, Missouri",10529,Oregon,Missouri
"Osage County, Missouri",13615,Osage,Missouri
"Ozark County, Missouri",9174,Ozark,Missouri
"Pemiscot County, Missouri",15805,Pemiscot,Missouri
"Perry County, Missouri",19136,Perry,Missouri
"Pettis County, Missouri",42339,Pettis,Missouri
"Phelps County, Missouri",44573,Phelps,Missouri
"Pike County, Missouri",18302,Pike,Missouri
"Platte County, Missouri",104418,Platte,Missouri
"Polk County, Missouri",32149,Polk,Missouri
"Pulaski County, Missouri",52607,Pulaski,Missouri
"Putnam County, Missouri",4696,Putnam,Missouri
"Ralls County, Missouri",10309,Ralls,Missouri
"Randolph County, Missouri",24748,Randolph,Missouri
"Ray County, Missouri",23018,Ray,Missouri
"Reynolds County, Missouri",6270,Reynolds,Missouri
"Ripley County, Missouri",13288,Ripley,Missouri
"St. Charles County, Missouri",402022,St.Charles,Missouri
"St. Clair County, Missouri",9397,St.Clair,Missouri
"Ste. Genevieve County, Missouri",17894,Ste.Genevieve,Missouri
"St. Francois County, Missouri",67215,St.Francois,Missouri
"St. Louis County, Missouri",994205,St.Louis,Missouri
"Saline County, Missouri",22761,Saline,Missouri
"Schuyler County, Missouri",4660,Schuyler,Missouri
"Scotland County, Missouri",4902,Scotland,Missouri
"Scott County, Missouri",38280,Scott,Missouri
"Shannon County, Missouri",8166,Shannon,Missouri
"Shelby County, Missouri",5930,Shelby,Missouri
"Stoddard County, Missouri",29025,Stoddard,Missouri
"Stone County, Missouri",31952,Stone,Missouri
"Sullivan County, Missouri",6089,Sullivan,Missouri
"Taney County, Missouri",55928,Taney,Missouri
"Texas County, Missouri",25398,Texas,Missouri
"Vernon County, Missouri",20563,Vernon,Missouri
"Warren County, Missouri",35649,Warren,Missouri
"Washington County, Missouri",24730,Washington,Missouri
"Wayne County, Missouri",12873,Wayne,Missouri
"Webster County, Missouri",39592,Webster,Missouri
"Worth County, Missouri",2013,Worth,Missouri
"Wright County, Missouri",18289,Wright,Missouri
"St. Louis city, Missouri",300576,#VALUE!,Missouri
"Beaverhead County, Montana",9453,Beaverhead,Montana
"Big Horn County, Montana",13319,BigHorn,Montana
"Blaine County, Montana",6681,Blaine,Montana
"Broadwater County, Montana",6237,Broadwater,Montana
"Carbon County, Montana",10725,Carbon,Montana
"Carter County, Montana",1252,Carter,Montana
"Cascade County, Montana",81366,Cascade,Montana
"Chouteau County, Montana",5635,Chouteau,Montana
"Custer County, Montana",11402,Custer,Montana
"Daniels County, Montana",1690,Daniels,Montana
"Dawson County, Montana",8613,Dawson,Montana
"Deer Lodge County, Montana",9140,DeerLodge,Montana
"Fallon County, Montana",2846,Fallon,Montana
"Fergus County, Montana",11050,Fergus,Montana
"Flathead County, Montana",103806,Flathead,Montana
"Gallatin County, Montana",114434,Gallatin,Montana
"Garfield County, Montana",1258,Garfield,Montana
"Glacier County, Montana",13753,Glacier,Montana
"Golden Valley County, Montana",821,GoldenValley,Montana
"Granite County, Montana",3379,Granite,Montana
"Hill County, Montana",16484,Hill,Montana
"Jefferson County, Montana",12221,Jefferson,Montana
"Judith Basin County, Montana",2007,JudithBasin,Montana
"Lake County, Montana",30458,Lake,Montana
"Lewis and Clark County, Montana",69432,LewisandClark,Montana
"Liberty County, Montana",2337,Liberty,Montana
"Lincoln County, Montana",19980,Lincoln,Montana
"McCone County, Montana",1664,McCone,Montana
"Madison County, Montana",8600,Madison,Montana
"Meagher County, Montana",1862,Meagher,Montana
"Mineral County, Montana",4397,Mineral,Montana
"Missoula County, Montana",119600,Missoula,Montana
"Musselshell County, Montana",4633,Musselshell,Montana
"Park County, Montana",16606,Park,Montana
